clean_date,country,age_2,sex,injury,fatal,activity_verb2
July,CUBA,29.0,M,"Right arm & leg bitten, arm & leg surgically amputated ",N,swimming
July,USA,21.0,M,Arm lacerated from shoulder to wrist,N,swimming
June,AUSTRALIA,,M,FATAL,Y,other activity
May,USA,,M,Lacerations to arm,N,swimming
May,TURKEY,,M,No injury but shark damaged boat,N,fishing
May,COSTA RICA,,,Shark involvement prior to death was not confirmed,,other activity
April,SOUTH AFRICA,17.0,M,"Remains of drowning victim recovered from 250-lb female ""blue fin"" shark",,other activity
March,USA,,M,No injury to diver but shark left 3 toothmarks in his helmet,N,swimming
February,AUSTRALIA,19.0,M,Arm & chest injured,N,swimming
February,AUSTRALIA,18.0,M,FATAL,Y,swimming
February,AUSTRALIA,,M,Laceration to thigh from trapped shark PROVOKED INCIDENT,N,other activity
January,MEXICO,,,remains of one of the crew found in shark,Y,fishing
January,SOUTH AFRICA,23.0,M,Torso & arm bitten,N,swimming
January,MAURITIUS,,M,Five men were said to have been killed by sharks ,Y,swimming
,OKINAWA,17.0,M,Survived,N,other activity
,SOUTH AFRICA,,M,FATAL,Y,swimming
December,AUSTRALIA,16.0,M,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,swimming
December,AUSTRALIA,,M,Recovered at Thursday Island Hospital,N,swimming
December,AUSTRALIA,17.0,F,Superficial lacerations on right leg,N,surfing
December,AUSTRALIA,,M,Injuries to chest & arm,N,swimming
December,,20.0,M,FATAL,Y,other activity
December,AUSTRALIA,,M,FATAL,Y,other activity
November,KIRIBATI,,M,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,other activity
November,CUBA,,M,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,fishing
October,AUSTRALIA,,M,Heel injured,N,swimming
October,SPAIN,,M,Arm injured when sharks rammed his boat,N,fishing
September,AUSTRALIA,42.0,M,"FATAL, severe injuries to both legs ",Y,other activity
August,USA,,M,Left foot & ankle bitten,N,Close to the water
July,MEXICO,,M,Right leg severed below knee,N,swimming
July,CAPE VERDE,,F,Body of woman recovered from 15' shark,,other activity
June,USA,,M,Leg bitten by hooked shark PROVOKED INCIDENT,N,fishing
May,AUSTRALIA,,M,"Injuries to both legs, buttocks, back, lower abdomen & chest",N,swimming
April,AUSTRALIA,,M,Thigh bitten,N,swimming
April,AUSTRALIA,,M,Lacerations to right wrist,N,swimming
April,AUSTRALIA,19.0,M,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,Close to the water
April,AUSTRALIA,,M,FATAL,Y,other activity
April,AUSTRALIA,,M,FATAL,Y,swimming
March,USA,26.0,M,Right sole & toes lacerated,N,swimming
March,AUSTRALIA,,M,FATAL,Y,Close to the water
March,AUSTRALIA,9.0,M,Foot bitten,N,other activity
March,AUSTRALIA,12.0,M,Legs bitten,N,other activity
February,AUSTRALIA,20.0,M,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,surfing
February,AUSTRALIA,,,"No injury, shark pushed canoe from jetty to a point 100 m away",N,vessel related
February,AUSTRALIA,39.0,M,"FATAL, right thigh bitten, femoral artery severed",Y,swimming
January,AUSTRALIA,,M,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,swimming
January,NEW ZEALAND,,F,"One was bitten on the leg, the other on the arm",N,Close to the water
January,AUSTRALIA,14.0,M,"FATAL, right thigh & hip bitten",Y,surfing
January,TURKEY,,M,FATAL,Y,fishing
January,FIJI,,M,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,swimming
,AUSTRALIA,,M,"Later found to be fiction, never happened",,swimming
,AUSTRALIA,,M,Bitten below the knee,N,fishing
,USA,,M,Thigh lacerated by hooked shark PROVOKED INCIDENT,N,fishing
,AUSTRALIA,,M,Hand lacerated,N,other activity
,USA,27.0,M,"Put hand through hatch, shark nearly bit off thumb",N,swimming
December,AUSTRALIA,,M,Injuries to arm ,N,swimming
November,USA,,M,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N,fishing
November,INDIA,24.0,M,"No injury to occupants, shark bit keel",N,other activity
November,USA,,M,FATAL,Y,vessel related
November,PANAMA,17.0,M,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,swimming
September,USA,,M,Knee bitten,N,fishing
August,USA,,M,Thumb & coat sleeve recovered from shark's gut,,other activity
July,AUSTRALIA,,M,Injuries to chest,N,swimming
July,ITALY,,M,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N,vessel related
June,USA,,M,Bitten on leg,N,swimming
May,INDIA,,M,No details,,other activity
April,AUSTRALIA,,M,Severe lacerations to arm,N,fishing
April,AUSTRALIA,19.0,M,Tissue of left leg stripped from knee to ankle ,N,Close to the water
April,JAMAICA,,M,FATAL,Y,swimming
April,AUSTRALIA,15.0,M,Lacerations to right leg ,N,Close to the water
April,AUSTRALIA,28.0,M,"FATAL, right hand severed, large lacerations on thigh",Y,Close to the water
March,AUSTRALIA,,M,Hip bitten,N,other activity
February,AUSTRALIA,,M,FATAL,Y,swimming
February,COSTA RICA,,F,Right leg severely lacerated. Surgically amputated,N,swimming
February,COSTA RICA,,M,Right leg & hand severely lacerated,N,swimming
January,AUSTRALIA,78.0,M,FATAL,Y,other activity
January,USA,,,Body not recovered ,,swimming
January,USA,,M,"FATAL, presumed taken by shark/s",,swimming
January,SOUTH AFRICA,,F,Leg lacerated,N,other activity
January,SOUTH AFRICA,18.0,M,Foot bitten,N,surfing
,SOUTH AFRICA,25.0,M,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N,Close to the water
December,SOUTH AFRICA,17.0,M,"FATAL, leg bitten  ",Y,swimming
November,AUSTRALIA,,,40 people perished,Y,other activity
October,BRAZIL,,,"Of 1256 on board, 295 perished, some were taken by sharks",Y,other activity
October,AUSTRALIA,,M,No injury to man or horse,N,other activity
October,FIJI,,M,Leg bitten. He survived,N,Close to the water
July,AUSTRALIA,,,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N,other activity
May,PHILIPPINES,,," 55  perished, some were  taken by sharks",Y,other activity
May,AUSTRALIA,,M,FATAL,Y,Close to the water
April,AUSTRALIA,,M,Extensive injuries to left leg,N,swimming
April,AUSTRALIA,,M,Leg injured,N,swimming
March,AUSTRALIA,17.0,M,"Right buttock & thigh bitten, thumb removed",N,surfing
February,NICARAGUA,,M,"Sharkss jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",N,other activity
February,AUSTRALIA,,M,"No injury, but trouser leg shredded by shark",N,swimming
February,NEW ZEALAND,70.0,M,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N,fishing
January,SOUTH AFRICA,,M,Both thighs  lacerated,N,surfing
January,USA,,M,Lost hand,N,swimming
January,AUSTRALIA,15.0,M,"FATAL, leg bitten from thigh to ankle",Y,swimming
,AUSTRALIA,10.0,M,"FATAL, shoulder bitten ",Y,swimming
,AUSTRALIA,,M,Shoulder bitten,N,swimming
December,AUSTRALIA,,M,FATAL,Y,swimming
November,AUSTRALIA,,M,Arm injured,N,swimming
October,PAPUA NEW GUINEA,,M,"FATAL, abdomen bitten",Y,other activity
October,AUSTRALIA,17.0,M,"3"" laceration to leg",N,Close to the water
October,BERMUDA,,,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",N,other activity
September,PAPUA NEW GUINEA,,M,FATAL,Y,other activity
August,USA,18.0,M,FATAL,Y,swimming
July,ITALY,20.0,M,"FATAL, body was not recovered",Y,swimming
July,USA,,M,No injury to occupants,N,fishing
July,USA,15.0,M,Leg & hand lacerated and dog bitten,N,swimming
July,SPAIN,,M,No injury,,Close to the water
May,USA,,M,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y,swimming
April,SOUTH ATLANTIC OCEAN,26.0,M,When taken back on board 2 hours later both legs were bleeding from shark bites,N,other activity
April,USA,,F,Right leg bitten thigh to heel,N,swimming
March,AUSTRALIA,,F,FATAL,Y,swimming
January,SOUTH AFRICA,,M,Thigh lacerated,N,swimming
January,AUSTRALIA,,M,Leg lacerated,N,other activity
,MONACO,,M,FATAL,Y,other activity
,NEW ZEALAND,,M,"Struck on head by sharks tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N,other activity
,SINGAPORE,,F,"FATAL, femoral artery severed ",Y,swimming
,SOUTH AFRICA,,M,No details,,swimming
November,AUSTRALIA,55.0,M,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y,swimming
November,USA,,F,Laceration across abdomen,N,other activity
November,USA,,M,Both calves lacerated,N,other activity
September,SPAIN,,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,fishing
September,ENGLAND,,M,No injury but shark lifted boat out of the water,N,fishing
August,USA,,F,"Multiple lacerations on both thighs, right buttock and hip",N,swimming
June,AUSTRALIA,,,Human arm found in shark,,other activity
May,USA,,M,"Right arm nearly severed at shoulder, left wrist lacerated",N,other activity
March,AUSTRALIA,16.0,M,"Left thigh bitten, leg surgically amputated ",N,Close to the water
March,AUSTRALIA,16.0,M,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y,swimming
March,PAPUA NEW GUINEA,,M,FATAL,Y,swimming
January,USA,,M,Lacerations to arm,N,swimming
January,CANADA,,M,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N,swimming
,FIJI,,M,"Both arms bitten, surgically amputated",N,swimming
November,MEXICO,,F,FATAL,Y,other activity
November,PANAMA,35.0,M,Knee bitten,N,other activity
November,USA,35.0,M,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,Close to the water
October,FRENCH POLYNESIA,,M,Abrasions PROVOKED ATTACK,N,swimming
October,AUSTRALIA,,M,Leg bitten,N,Close to the water
July,USA,,M,Left knee & leg bitten. (Tooth fragment recovered from kneecap),N,Close to the water
July,ENGLAND,,M,Arms broken by hooked shark PROVOKED INCIDENT,N,fishing
July,USA,14.0,M,"No injury, shark tore hole in the side of the boat",N,fishing
June,USA,,M,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N,other activity
April,AUSTRALIA,20.0,M,"FATAL, partial remains recovered ",Y,swimming
April,PANAMA,21.0,M,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",N,swimming
April,AUSTRALIA,,M,Abrasions,,swimming
March,SOLOMON ISLANDS,,M,"Left arm severed, leg bitten",N,swimming
March,SPAIN,,,"No injury to occupants, shark bit boat",N,fishing
February,AUSTRALIA,30.0,F,"Legs severely bitten, surgically amputated",N,Close to the water
February,AUSTRALIA,,M,Probable drowning & scavenging,,Close to the water
January,SOUTH AFRICA,22.0,M,FATAL,Y,swimming
January,SOUTH AFRICA,,M,Foot lacerated,N,swimming
January,AUSTRALIA,16.0,M,"FATAL, right thigh severely bitten, left arm lacerated ",Y,swimming
December,AUSTRALIA,,M,Lacerations to leg,N,swimming
December,AUSTRALIA,,M,"FATAL, disappeared, thought to have been taken by a shark ",Y,fishing
November,AUSTRALIA,,M,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y,fishing
November,AUSTRALIA,,M,FATAL,,fishing
October,AUSTRALIA,,M,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",,vessel related
October,AUSTRALIA,,,"No injury to occupants, shark bit boat",N,fishing
October,AUSTRALIA,,M,"Arm severed, but survived",N,swimming
August,GUYANA,,M,Puncture wounds to left leg,N,fishing
July,AUSTRALIA,,M,non-fatal,N,swimming
June,AUSTRALIA,,M,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y,vessel related
June,MEXICO,,,"No injury to occupants, shark rammed boat",N,other activity
May,AUSTRALIA,,M,Minor puncture wounds to foot,N,Close to the water
May,AUSTRALIA,,M,FATAL,Y,swimming
March,AUSTRALIA,,M,Lacerations to right thigh and knee,N,swimming
February,USA,25.0,M,"Right calf, right side of abdomen & left wrist & hand bitten",N,swimming
January,AUSTRALIA,,M,Death may have been due to drowning,,other activity
January,AUSTRALIA,13.0,M,"FATAL, back of thigh bitten ",Y,swimming
January,CUBA,,M,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",,other activity
,USA,,M,No injury to occupant Shark struck boat,N,fishing
,PHILIPPINES,,M,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Y,other activity
,USA,,M,Shark's tail broke his leg. PROVOKED INCIDENT,N,fishing
,USA,,M,Shark's tail broke his leg. PROVOKED INCIDENT,N,fishing
December,USA,,F,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y,Close to the water
December,AUSTRALIA,19.0,M,"FATAL, severe injuries to torso  ",Y,Close to the water
September,BARBADOS,16.0,M,FATAL,Y,fishing
October,AUSTRALIA,,M,"FATAL, but shark involvement prior to death unconfirmed",,vessel related
September,USA,,M,Survived,N,swimming
September,ENGLAND,,M,FATAL,Y,swimming
September,USA,,,"No injury to occupants, shark splintered stern",N,fishing
July,USA,,M,Leg bitten,N,other activity
June,USA,18.0,F,"FATAL, thigh bitten",Y,swimming
May,JAMAICA,19.0,M,"FATAL, arm severed, thigh severely bitten  ",Y,swimming
May,SOUTH AFRICA,18.0,M,Abdomen & thigh bitten,N,swimming
April,AUSTRALIA,,M,FATAL,Y,swimming
March,JAMAICA,,M,Survived,N,fishing
March,JAMAICA,14.0,F,"FATAL, right leg severed at thigh ",Y,Close to the water
March,AUSTRALIA,21.0,M,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y,Close to the water
February,AUSTRALIA,,M,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",,swimming
February,AUSTRALIA,18.0,M,"FATAL, both arms & shoulder bitten",Y,swimming
January,IRAQ,,M,FATAL,Y,Close to the water
January,AUSTRALIA,54.0,M,FATAL,Y,swimming
January,AUSTRALIA,,M,Small laceration on left thigh & swim costume torn,N,Close to the water
January,AUSTRALIA,26.0,M,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Y,surfing
December,AUSTRALIA,20.0,M,Survived,N,swimming
November,AUSTRALIA,8.0,M,"FATAL, disappeared, body not recovered",Y,other activity
November,AUSTRALIA,40.0,M,"Right hip, buttock, elbow, arm & wrist bitten",N,Close to the water
November,FIJI,,,FATAL,Y,swimming
October,AUSTRALIA,,M,Lacerations to right arm & chest,N,swimming
October,AUSTRALIA,22.0,M,"Left thigh bitten, FATAL",Y,swimming
September,ENGLAND,,M,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,N,fishing
August,AUSTRALIA,,M,Lacerations to arm,N,other activity
August,PHILIPPINES,21.0,M,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Y,swimming
July,CUBA,,M,FATAL,Y,other activity
January,PHILIPPINES,,,Buttons & shoes found in shark caught in fish trap,,other activity
November,AUSTRALIA,,M,Lacerations to leg & hand,N,Close to the water
August,HAITI,,M,"FATAL, large wound on thigh",Y,other activity
November,AUSTRALIA,,M,"Minor injuries to leg, hand & fingers",N,Close to the water
November,PHILIPPINES,,M,FATAL,Y,other activity
July,USA,30.0,M,Thought to have been taken by a shark. Body was not recovered,,swimming
July,AUSTRALIA,,M,Severe lacerations to right shoulder & arm,N,swimming
June,USA,13.0,M,Knee & thigh bitten,N,swimming
June,CANADA,,,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",N,other activity
March,AUSTRALIA,20.0,M,"Tossed in air by shark, sustained abrasions",N,swimming
January,AUSTRALIA,,M,Lacerations to foot,N,swimming
February,SOUTH AFRICA,18.0,F,Abdomen bitten,N,swimming
January,AUSTRALIA,,M,FATAL,Y,swimming
January,AUSTRALIA,12.0,M,Leg bitten. FATAL,Y,swimming
,JAMAICA,,M,FATAL,Y,other activity
,NEW ZEALAND,,F,"""Recovered""",N,other activity
,SOUTH AFRICA,12.0,M,Thigh & buttocks bitten. Not known if he survived.,N,Close to the water
December,AUSTRALIA,29.0,M,Lacerations to left leg,N,swimming
December,AUSTRALIA,47.0,M,"FATAL, left leg & calf bitten, leg surgically amputated ",Y,swimming
November,AUSTRALIA,,M,Lacerations to buttocks,N,Close to the water
September,COSTA RICA,,M,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Y,swimming
August,USA,,M,Laceration to left thigh,N,swimming
May,USA,,M,Left foot bitten & abraded,N,swimming
April,USA,,M,FATAL,Y,other activity
March,AUSTRALIA,,M,Shark involvement not confirmed,,other activity
January,AUSTRALIA,,M,"Multiple injuries, left leg surgically amputated at knee",N,swimming
January,NEW ZEALAND,,F,Leg bitten,N,swimming
January,AUSTRALIA,13.0,M,"FATAL, right thigh bitten ",Y,Close to the water
January,AUSTRALIA,38.0,M,"FATAL, thigh bitten, leg amputated ",Y,fishing
,ITALY,,M,No injury,N,fishing
,USA,,F,Leg severed,N,swimming
November,USA,,M,FATAL,Y,fishing
November,SAN DOMINGO,,M,"FATAL, ""men snatched from rafts by sharks""   ",Y,other activity
September,AUSTRALIA,22.0,M,FATAL,Y,Close to the water
March,AUSTRALIA,,M,"Severe laceration to arm, necessitating surgical amputation at the elbow",N,surfing
,AUSTRALIA,,M,Survived,N,swimming
December,AUSTRALIA,,M,Lacerations to left leg,N,swimming
November,MOZAMBIQUE,,M,FATAL,Y,other activity
September,USA,,M,Left knee lacerated,N,swimming
September,USA,,M,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N,other activity
September,PANAMA,,M,FATAL,Y,swimming
July,USA,,M,FATAL,Y,swimming
July,IRELAND,,M,"FATAL, only 1 survivor",Y,other activity
June,USA,,M,Right arm bitten,N,swimming
May,PHILIPPINES,,M,"FATAL, abdominal cavity removed ",Y,swimming
May,KUWAIT,,M,Torso bitten,N,swimming
,LIBYA,,M,"Bitten by shark, but  repelled it with his 'skandalopetra' ",N,swimming
December,AUSTRALIA,25.0,M,Right calf bitten,N,Close to the water
December,AUSTRALIA,41.0,M,"FATAL, right arm severed, chest punctured ",Y,other activity
December,AUSTRALIA,,F,Leg nipped by shark,N,swimming
November,PANAMA,,M,"""Severely bitten""",N,other activity
November,AUSTRALIA,,M,FATAL,Y,swimming
November,AUSTRALIA,27.0,M,FATAL,Y,Close to the water
October,USA,,M,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y,fishing
August,USA,,M,Lower left leg severely bitten & became septic. Not known if he survived,N,fishing
July,USA,,M,Arm severely lacerated,N,fishing
July,USA,,F,"No attack,  no injury",,swimming
July,USA,,M,Ankle bruised,N,swimming
July,USA,12.0,M,"Lower left leg bitten, surgically amputated",N,swimming
July,USA,24.0,M,"FATAL, thigh bitten ",Y,swimming
July,USA,10.0,M,"FATAL, legs & torso bitten ",Y,swimming
July,BAHAMAS,,M,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Y,other activity
July,SPAIN,,M,Survived,N,swimming
July,PHILIPPINES,,M,Right foot severed,N,Close to the water
July,USA,,M,FATAL,Y,swimming
July,USA,24.0,M,"FATAL, left leg bitten",Y,swimming
June,USA,11.0,M,Heel bitten,N,swimming
June,ATLANTIC OCEAN,,M,Presumed FATAL,Y,other activity
June,USA,26.0,M,Leg bitten by shark hooked shark PROVOKED INCIDENT,N,other activity
April,AUSTRALIA,,M,FATAL,Y,swimming
April,AUSTRALIA,17.0,M,FATAL,Y,vessel related
March,AUSTRALIA,,M,Minor lacerations to heel,N,Close to the water
December,AUSTRALIA,,M,"Arm severed, lacerations to thigh",N,swimming
November,AUSTRALIA,10.0,M,Severe bite to arm,N,Close to the water
November,AUSTRALIA,,M,Severe lacerations to feet & ankles,N,Close to the water
August,USA,,M,Laceration to left leg,N,other activity
July,MEXICO,,M,FATAL,Y,fishing
July,MEXICO,,M,FATAL,Y,Close to the water
May,EGYPT,,M,Shark involvement not confirmed,,other activity
March,AUSTRALIA,,M,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N,swimming
February,AUSTRALIA,,M,Foot bitten,N,swimming
January,NEW ZEALAND,,M,Death may have been due to drowning,,fishing
January,AUSTRALIA,17.0,M,FATAL,Y,Close to the water
,USA,,M,"Fatal, drowning or scavenging",,other activity
December,AUSTRALIA,,M,Lacerations to right thigh and knee,N,swimming
October,SAMOA,,F,Thigh bitten,N,other activity
September,JAMAICA,,M,FATAL,Y,other activity
September,USA,17.0,M,FATAL,Y,swimming
July,CROATIA,,F,"No injury, shark grabbed clothes",N,Close to the water
July,USA,,M,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N,fishing
July,CROATIA,,M,"No injury, shark nudged raft and circled for 2 hrs.",N,other activity
June,MONTENEGRO,,M,"No injury, shark bit paddle and stern of boat",N,fishing
June,AUSTRALIA,43.0,M,FATAL,Y,Close to the water
May,NEW CALEDONIA,,M,FATAL x 2,Y,swimming
May,USA,,F,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N,fishing
March,USA,,M,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,,swimming
March,GUYANA,,M,FATAL,Y,other activity
March,USA,,M,FATAL,Y,other activity
February,AUSTRALIA,,M,Lacerations to foot,N,Close to the water
February,AUSTRALIA,,M,Lacerations to arms,N,vessel related
January,AUSTRALIA,,F,Laceration to leg,N,Close to the water
,SOUTH AFRICA,,F,No details,,other activity
December,USA,,,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N,fishing
December,CUBA,,M,FATAL,Y,other activity
November,NIGERIA,,M,FATAL,Y,other activity
November,AUSTRALIA,12.0,M,Calf severely bitten;  leg surgically amputated,N,swimming
September,USA,,M,Major injuries but survived,N,other activity
September,CROATIA,,M,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N,other activity
August,USA,,M,Man's leg recovered from 800-lb shark,,other activity
August,USA,,F,Female foot recovered from shark,,other activity
August,ITALY,,,Human casualties,,other activity
July,USA,,M,FATAL,Y,other activity
July,COSTA RICA,,M,FATAL,Y,swimming
May,USA,,M,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N,fishing
May,AUSTRALIA,,M,Lacerations to thigh by netted shark PROVOKED INCIDENT,N,other activity
March,SAMOA,,M,Leg severed,N,other activity
January,AUSTRALIA,,M,"Head, neck & left shoulder bitten",N,swimming
,REUNION,,M,FATAL,Y,swimming
,REUNION,,M,FATAL,Y,swimming
,AUSTRALIA,,M,Arm severed,N,other activity
November,PHILIPPINES,19.0,F,FATAL,Y,swimming
August,USA,12.0,M,FATAL,Y,swimming
July,USA,,M,Toes severed,N,swimming
July,SOLOMON ISLANDS,,M,FATAL,Y,Close to the water
May,SOUTH AFRICA,,M,,,other activity
March,NEW ZEALAND,,M,"""Slight laceration to leg""",N,swimming
February,AUSTRALIA,,M,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N,swimming
February,AUSTRALIA,18.0,M,Left calf & heel bitten,N,swimming
February,NEW CALEDONIA,,M,Left shoulder & both legs bitten,N,swimming
January,AUSTRALIA,21.0,M,FATAL,Y,swimming
January,FIJI,7.0,M,FATAL,Y,other activity
January,AUSTRALIA,,M,Thigh & lower abdomen severely bitten,N,other activity
January,AUSTRALIA,,M,FATAL,Y,Close to the water
,SPAIN,,M,FATAL,Y,other activity
November,USA,,M,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",,other activity
October,USA,,M,FATAL,Y,other activity
October,AUSTRALIA,23.0,M,Calves bitten,N,swimming
September,USA,,M,FATAL,Y,other activity
September,USA,,M,FATAL,Y,swimming
September,USA,,M,Left arm & thigh bitten,N,Close to the water
July,SPAIN,,M,FATAL,Y,Close to the water
July,USA,,M,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N,fishing
May,SOUTH AFRICA,64.0,M,"FATAL, partial remains recovered",Y,Close to the water
May,USA,,M,Bitten on left leg by hooked shark PROVOKED INCIDENT,N,fishing
May,SOUTH AFRICA,,M,FATAL,Y,swimming
April,NEW ZEALAND,,,"No injury to occupants, shark bit boat",N,fishing
March,AUSTRALIA,,M,FATAL,Y,swimming
January,AUSTRALIA,22.0,M,Minor injuries,N,other activity
,USA,,M,Minor injury to feet,N,swimming
,NEW ZEALAND,50.0,M,FATAL,Y,fishing
December,CROATIA,,M,FATAL?,,other activity
December,AUSTRALIA,,M,FATAL,Y,fishing
November,NORTH ATLANTIC OCEAN,,M,Right hand severely bitten by netted shark PROVOKED INCIDENT,N,fishing
November,AUSTRALIA,,M,Foot bitten,N,Close to the water
June,MEXICO,,M,Leg bitten,N,swimming
June,MOZAMBIQUE,,,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y,other activity
May,USA,,M,Presumed drowned & bodies taken by sharks,,other activity
March,PANAMA,,M,FATAL,Y,other activity
March,NEW ZEALAND,,M,Lacerations to foot,N,swimming
March,USA,,M,No injury,,swimming
February,AUSTRALIA,,M,"Shoulder, back & leg bitten",N,Close to the water
January,AUSTRALIA,,M,FATAL,Y,other activity
,USA,,M,"Body bitten by shark/s, but death may have been due to drowning",,fishing
,PHILIPPINES,,M,"Calf removed, not known if he survived ",,swimming
November,USA,,M,Severe lacerations to arm,N,other activity
December,AUSTRALIA,,M,FATAL,Y,other activity
December,AUSTRALIA,,M,3 fingers bitten by hooked shark PROVOKED INCIDENT,N,fishing
November,INDONESIA,,,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a shoal of sharks circled  passengers in the water and dragged scores of people to their deaths Of the 61 survivors, many were injured by sharks",Y,other activity
September,USA,,M,Abrasion to leg from netted shark PROVOKED INCIDENT,N,fishing
August,USA,,M,FATAL,Y,fishing
July,USA,,M,Right leg bitten,N,fishing
July,USA,16.0,M,Hip & thigh lacerated,N,swimming
June,MEXICO,,F,FATAL,Y,Close to the water
June,SOUTH AFRICA,,M,Remains of soldier in uniform. Probable drowning & scavenging,Y,other activity
June,AUSTRALIA,,M,"FATAL, only his legs, still in sea-boots, were recovered ",Y,other activity
April,SPAIN,,M,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,N,fishing
April,USA,19.0,F, Search party saw a large shark devour what appeared to be part of her body,,other activity
April,TUNISIA,,M,FATAL,Y,swimming
March,SOUTH AFRICA,,F,FATAL,Y,other activity
January,,36.0,M,FATAL,,other activity
January,ITALY,,," 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake ",,other activity
,AUSTRALIA,,,Survived,N,other activity
December,SOUTH AFRICA,16.0,M,FATAL,Y,swimming
December,MEXICO,,M,"FATAL, ""bitten in two""",Y,swimming
September,AUSTRALIA,,M,FATAL,Y,other activity
September,USA,,M,Lacerations to fingers,N,fishing
August,SPAIN,,M,FATAL,Y,other activity
July,SPAIN,,,Human remains recovered but shark involvement prior to death unconfirmed ,,other activity
July,CROATIA,,F,"FATAL, lost a leg",Y,vessel related
June,EGYPT,,M,FATAL,Y,other activity
June,USA,,M,FATAL,Y,other activity
June,PAPUA NEW GUINEA,,,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y,other activity
May,INDONESIA,,F,FATAL,Y,other activity
May,USA,,M,"FATAL, but shark involvement prior to death was not confirmed",,other activity
January,USA,,M,"FATAL, ""pulled below the surface'  ",Y,other activity
December,AUSTRALIA,,M,FATAL,Y,Close to the water
October,AUSTRALIA,,M,FATAL,Y,Close to the water
October,CHINA,,M,"3 of thel 5 were injured, one of whom lost both hands",N,fishing
